   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:77(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:84(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:97(_Stop)
        1    0.000    0.000    0.844    0.844 pkgdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pkgdata.py:34(getResource)
       30    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
        1    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.047    0.047 platform.py:3(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        1    0.000    0.000    0.000    0.000 playerChar.py:1(<module>)
    25410    0.562    0.000    1.047    0.000 playerChar.py:128(checkHit)
        1    0.000    0.000    0.000    0.000 playerChar.py:15(player)
      154    0.000    0.000    0.000    0.000 playerChar.py:155(checkMap)
        1    0.000    0.000    0.000    0.000 playerChar.py:16(__init__)
      154    0.016    0.000    0.031    0.000 playerChar.py:51(update)
      154    0.000    0.000    0.000    0.000 playerChar.py:9(calculate_new_xy)
        1    0.000    0.000    0.031    0.031 plistlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:139(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:178(UID)
        1    0.000    0.000    0.000    0.000 plistlib.py:275(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:379(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:417(_PlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:550(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:558(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:727(_BinaryPlistWriter)
        2    0.000    0.000    0.016    0.008 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 polynomial.py:30(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(RankWarning)
        1    0.000    0.000    0.000    0.000 polyutils.py:66(PolyError)
        1    0.000    0.000    0.000    0.000 polyutils.py:70(PolyDomainError)
        1    0.000    0.000    0.000    0.000 polyutils.py:83(PolyBase)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
       72    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       72    0.000    0.000    0.000    0.000 posixpath.py:60(isabs)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:77(_safe_key)
        1    0.000    0.000   11.547   11.547 profile:0(<code object <module> at 0x000002017FB0CDF0, file "gameCore.py", line 1>)
        0    0.000             0.000          profile:0(profiler)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        1    0.000    0.000    0.031    0.031 py3k.py:1(<module>)
        1    0.000    0.000    0.000    0.000 py3k.py:116(contextlib_nullcontext)
       27    0.000    0.000    0.016    0.001 pyparsing.py:1039(_trim_arity)
       26    0.000    0.000    0.016    0.001 pyparsing.py:1047(extract_stack)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
      335    0.000    0.000    0.000    0.000 pyparsing.py:1144(__init__)
      471    0.000    0.000    0.031    0.000 pyparsing.py:1167(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
       25    0.000    0.000    0.016    0.001 pyparsing.py:1250(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1288(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1298(addCondition)
       60    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1366(postParse)
    102/2    0.000    0.000    0.016    0.008 pyparsing.py:1370(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1455(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1478(_FifoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        2    0.000    0.000    0.016    0.008 pyparsing.py:1608(parseString)
       83    0.000    0.000    0.000    0.000 pyparsing.py:1821(__add__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:183(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:195(_Constants)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1972(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2045(suppress)
        1    0.000    0.000    0.000    0.000 pyparsing.py:205(ParseBaseException)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
       32    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
       96    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2372(Empty)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2383(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Literal)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2412(__init__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2527(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.125    0.125 pyparsing.py:26(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2606(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:261(ParseException)
       12    0.000    0.000    0.016    0.001 pyparsing.py:2653(__init__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
       23    0.000    0.000    0.000    0.000 pyparsing.py:2742(__str__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
       26    0.000    0.000    0.188    0.007 pyparsing.py:2779(__init__)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:282(ParseFatalException)
       42    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:287(ParseSyntaxException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2975(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3046(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:306(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3098(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3104(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3130(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:314(_ParseResultsWithOffset)
        4    0.016    0.004    0.016    0.004 pyparsing.py:315(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3160(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3184(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3195(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3199(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3213(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3233(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
      133    0.000    0.000    0.000    0.000 pyparsing.py:3260(__init__)
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
    61/11    0.000    0.000    0.031    0.003 pyparsing.py:3288(leaveWhitespace)
       61    0.000    0.000    0.031    0.001 pyparsing.py:3292(<listcomp>)
     19/4    0.000    0.000    0.000    0.000 pyparsing.py:3319(streamline)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
   131/65    0.000    0.000    0.031    0.000 pyparsing.py:3363(copy)
   131/65    0.000    0.000    0.016    0.000 pyparsing.py:3365(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3384(_ErrorStop)
       84    0.000    0.000    0.000    0.000 pyparsing.py:3390(__init__)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
     10/2    0.000    0.000    0.016    0.008 pyparsing.py:3397(parseImpl)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3434(__str__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3444(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3458(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3461(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3523(MatchFirst)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
     20/8    0.000    0.000    0.000    0.000 pyparsing.py:3547(parseImpl)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3581(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3591(Each)
       82    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3719(__init__)
    82/80    0.000    0.000    0.016    0.000 pyparsing.py:372(__init__)
     16/2    0.000    0.000    0.000    0.000 pyparsing.py:3737(parseImpl)
    36/11    0.000    0.000    0.031    0.003 pyparsing.py:3743(leaveWhitespace)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3762(streamline)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3792(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3818(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3859(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3888(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3914(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3923(ZeroOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3935(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3954(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3962(Optional)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4026(SkipTo)
       24    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4141(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4163(__lshift__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4214(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4222(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4234(Combine)
       12    0.000    0.000    0.031    0.003 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4278(Group)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4292(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4296(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4364(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4390(OnlyOnce)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4450(delimitedList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
       18    0.000    0.000    0.000    0.000 pyparsing.py:458(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:460(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4681(originalTextFor)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        2    0.000    0.000    0.016    0.008 pyparsing.py:4763(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4781(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4783(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
        1    0.000    0.000    0.016    0.016 pyparsing.py:4875(_makeTags)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.016    0.016 pyparsing.py:4904(makeHTMLTags)
        6    0.000    0.000    0.000    0.000 pyparsing.py:506(haskeys)
        1    0.000    0.000    0.078    0.078 pyparsing.py:5399(pyparsing_common)
        2    0.000    0.000    0.000    0.000 pyparsing.py:644(__getattr__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:666(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
        1    0.000    0.000    0.031    0.031 pythoncom.py:2(<module>)
        1    0.000    0.000    0.000    0.000 pywintypes.py:2(<module>)
        2    0.000    0.000    0.016    0.008 pywintypes.py:3(__import_pywin32_system_module__)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:22(Full)
        1    0.000    0.000    0.000    0.000 queue.py:220(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:239(LifoQueue)
        1    0.000    0.000    0.000    0.000 queue.py:255(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queue.py:27(Queue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:103(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:123(seed)
       29    0.000    0.000    0.000    0.000 random.py:200(randrange)
       29    0.000    0.000    0.000    0.000 random.py:244(randint)
       29    0.000    0.000    0.000    0.000 random.py:250(_randbelow_with_getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:709(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 random.py:729(seed)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        2    0.000    0.000    0.000    0.000 random.py:94(__init__)
      107    0.000    0.000    0.000    0.000 re.py:186(match)
       89    0.000    0.000    0.000    0.000 re.py:201(sub)
        4    0.000    0.000    0.000    0.000 re.py:221(split)
       89    0.000    0.000    0.438    0.005 re.py:248(compile)
       63    0.000    0.000    0.000    0.000 re.py:268(escape)
      289    0.000    0.000    0.438    0.002 re.py:287(_compile)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:100(format_parser)
        1    0.000    0.000    0.000    0.000 records.py:234(record)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 records.py:81(_OrderedCounter)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.297    0.297 requirements.py:4(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        1    0.000    0.000    0.000    0.000 scimath.py:1(<module>)
        1    0.000    0.000    0.031    0.031 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        2    0.000    0.000    0.016    0.008 shape_base.py:1(<module>)
        1    0.000    0.000    0.016    0.016 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:66(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:69(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:72(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:76(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:79(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:82(RegistryError)
        1    0.000    0.000    0.000    0.000 shutil.py:86(_GiveupOnFastCopy)
        2    0.000    0.000    0.016    0.008 six.py:1(<module>)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       88    0.000    0.000    0.000    0.000 six.py:105(__init__)
        3    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
        2    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
      166    0.016    0.000    0.016    0.000 six.py:141(__init__)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        2    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        2    0.000    0.000    0.000    0.000 six.py:173(__init__)
      102    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       10    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        4    0.000    0.000    0.000    0.000 six.py:184(find_module)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        2    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        2    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        2    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        2    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        2    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        2    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        2    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
       16    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        2    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      254    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 sndarray.py:21(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:210(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.031    0.031 socket.py:4(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
      202    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      203    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
      204    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
      205    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 specifiers.py:15(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
        1    0.000    0.000    0.000    0.000 specifiers.py:214(LegacySpecifier)
        7    0.000    0.000    0.000    0.000 specifiers.py:266(_require_version_compare)
        1    0.000    0.000    0.078    0.078 specifiers.py:275(Specifier)
        1    0.000    0.000    0.078    0.078 specifiers.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 splat.py:11(splat)
       11    0.000    0.000    0.000    0.000 splat.py:12(__init__)
        1    0.000    0.000    0.000    0.000 splat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:106(Sprite)
     1613    0.000    0.000    0.000    0.000 sprite.py:121(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:1233(GroupSingle)
        1    0.000    0.000    0.000    0.000 sprite.py:1312(collide_rect_ratio)
        1    0.000    0.000    0.000    0.000 sprite.py:1402(collide_circle_ratio)
      180    0.000    0.000    0.078    0.000 sprite.py:1492(spritecollide)
      180    0.031    0.000    0.078    0.000 sprite.py:1535(<listcomp>)
      462    0.031    0.000    0.094    0.000 sprite.py:1571(spritecollideany)
     1613    0.016    0.000    0.016    0.000 sprite.py:162(add_internal)
        9    0.000    0.000    0.000    0.000 sprite.py:183(kill)
        1    0.000    0.000    0.000    0.000 sprite.py:21(<module>)
        1    0.000    0.000    0.000    0.000 sprite.py:221(DirtySprite)
        1    0.000    0.000    0.000    0.000 sprite.py:285(AbstractGroup)
        8    0.000    0.000    0.000    0.000 sprite.py:300(__init__)
     2348    0.000    0.000    0.000    0.000 sprite.py:304(sprites)
     1613    0.016    0.000    0.016    0.000 sprite.py:317(add_internal)
        8    0.000    0.000    0.000    0.000 sprite.py:320(remove_internal)
     1613    0.000    0.000    0.000    0.000 sprite.py:326(has_internal)
     1111    0.000    0.000    0.000    0.000 sprite.py:340(__iter__)
     1621    0.031    0.000    0.062    0.000 sprite.py:346(add)
     1078    0.562    0.001    3.000    0.003 sprite.py:465(draw)
      159    0.000    0.000    0.000    0.000 sprite.py:519(__len__)
        1    0.000    0.000    0.000    0.000 sprite.py:532(Group)
        8    0.000    0.000    0.000    0.000 sprite.py:551(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:558(RenderUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:587(OrderedUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:614(LayeredUpdates)
        1    0.000    0.000    0.000    0.000 sprite.py:949(LayeredDirty)
      341    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
      341    0.031    0.000    0.031    0.000 sre_compile.py:276(_optimize_charset)
       53    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
       53    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      380    0.016    0.000    0.031    0.000 sre_compile.py:423(_simple)
       19    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
      180    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
   113/86    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
       67    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
       89    0.000    0.000    0.031    0.000 sre_compile.py:536(_compile_info)
      178    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
       89    0.000    0.000    0.172    0.002 sre_compile.py:598(_code)
      192    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
   833/89    0.031    0.000    0.141    0.002 sre_compile.py:71(_compile)
       89    0.000    0.000    0.438    0.005 sre_compile.py:759(compile)
        1    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
      927    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
     1895    0.000    0.000    0.016    0.000 sre_parse.py:160(__len__)
     5684    0.031    0.000    0.047    0.000 sre_parse.py:164(__getitem__)
      413    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     1436    0.000    0.000    0.000    0.000 sre_parse.py:172(append)
  972/237    0.031    0.000    0.047    0.000 sre_parse.py:174(getwidth)
       89    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
    13152    0.031    0.000    0.031    0.000 sre_parse.py:233(__next)
     2830    0.016    0.000    0.016    0.000 sre_parse.py:249(match)
    11790    0.031    0.000    0.062    0.000 sre_parse.py:254(get)
       35    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       59    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1204    0.000    0.000    0.000    0.000 sre_parse.py:286(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      156    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      195    0.000    0.000    0.000    0.000 sre_parse.py:355(_escape)
      240    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
